building_type,rate_class,province,fuel_type,units,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,references,links
Commercial,Average Commercial,Ontario,Electricity,GJ,44.38055962,44.29387976,44.25868419,44.26243479,44.26611184,44.26971679,44.27325106,44.27671603,44.28011306,44.28344347,44.28670859,44.28990969,44.29304802,44.29612481,44.29914127,44.30209859,44.30499792,44.3078404,44.31062715,44.31335925,44.31603778,44.3186638,44.32123832,44.32376236,44.32623691,44.32866294,44.3310414,44.33337323,44.33565933,44.3379006,44.34009793,44.34081854,44.34149695,44.342134,44.34273049,44.34328723,44.34380499,44.34428454,44.34472662,44.34513198,44.34550133,44.34583539,44.34613484,44.34640036,44.34663263,44.34683228,44.34699997,44.34713633,44.34724195,44.34731746,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,44.34736344,ON References:,
Commercial,Average Commercial,Ontario,Electricity Peak,kW-Month,12.25,12.2496049,12.24920982,12.24881475,12.24841969,12.24802464,12.24762961,12.24723458,12.24683958,12.24644458,12.2460496,12.24565463,12.24525967,12.24486473,12.24446979,12.24407487,12.24367997,12.24328507,12.24289019,12.24249532,12.24210047,12.24170563,12.2413108,12.24091598,12.24052117,12.24012638,12.2397316,12.23933684,12.23894208,12.23854734,12.23815261,12.2377579,12.2373632,12.23696851,12.23657383,12.23617916,12.23578451,12.23538987,12.23499525,12.23460063,12.23420603,12.23381144,12.23341687,12.23302231,12.23262776,12.23223322,12.23183869,12.23144418,12.23104968,12.2306552,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,12.23026072,"Electricity (kWh), Natural Gas, Diesel and Gasoline Prices: Energy End-use Prices, Reference Scenario, Canada Energy Future 2020. Available at: https://apps.cer-rec.gc.ca/ftrppndc/dflt.aspx?GoCTemplateCulture=en-CA",
Commercial,Average Commercial,Ontario,Natural Gas,GJ,7.090083558,7.139390272,7.208958667,7.300155556,7.390348584,7.479557435,7.597801407,7.735099419,7.881470018,7.996931391,8.111501363,8.135197415,8.158036681,8.170035962,8.191211728,8.221580125,8.251156985,8.299957829,8.347997871,8.405292031,8.451854932,8.477700914,8.482844033,8.497298072,8.511076541,8.514192687,8.516659497,8.518489703,8.519695787,8.520289988,8.530284302,8.602432138,8.674185522,8.745556533,8.816557036,8.887198681,8.957492907,9.027450948,9.097083837,9.16640241,9.235417308,9.304138984,9.372577705,9.440743554,9.508646438,9.576296088,9.643702065,9.71087376,9.777820401,9.844551054,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,9.911074627,"Electricity Demand Charges ($/kW-month): Business electricity rates, Toronto Hydro. Available at: https://www.torontohydro.com/for-business/rates (lastly visited on Nov 25, 2020)",
Commercial,Res - All,Ontario,Oil,GJ,30.88905095,30.33034504,29.80015616,30.00476565,30.20852533,30.41146455,30.61361212,30.81499632,31.01564497,31.21558536,31.4148443,31.61344815,31.81142278,32.00879362,32.20558564,32.40182338,32.59753096,32.79273208,32.98745,33.18170762,33.37552741,33.56893148,33.76194153,33.95457892,34.14686463,34.33881928,34.53046316,34.72181619,34.91289797,35.10372777,35.29432455,35.48470693,35.67489324,35.8649015,36.05474943,36.24445447,36.43403377,36.62350419,36.81288234,37.00218455,37.19142688,37.38062514,37.56979491,37.75895148,37.94810993,38.13728511,38.32649161,38.51574381,38.70505588,38.89444174,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,39.08391513,Other Fossil Fuels: ,
Commercial,Average Commercial,Alberta,Electricity,GJ,15.54765053,15.29418773,15.09601729,15.70099662,16.30274106,17.41131362,17.6467776,17.86919327,17.89862055,18.21511765,18.53874225,18.9495506,19.21759812,19.39293889,19.73562579,20.02571101,20.29324556,20.62827938,20.91086158,21.2110402,21.54886234,21.83437428,22.0776213,22.36864776,22.62749724,22.9142124,23.1988351,23.43140641,23.71196647,23.98055478,24.25720997,24.68221194,25.10910492,25.5379679,25.96887963,26.40191868,26.83716339,27.27469195,27.71458239,28.15691261,28.60176038,29.04920338,29.49931921,29.9521854,30.40787944,30.86647879,31.3280609,31.79270323,32.26048327,32.73147854,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,33.20576662,,"Transportation fuel prices, Domestic and international markets, Natural Resources Canada (NRCan). Available at: https://www.nrcan.gc.ca/our-natural-resources/domestic-and-international-markets/transportation-fuel-prices/4593"
Commercial,Average Commercial,Alberta,Electricity Peak,kW-Month,12.216,12.35468125,12.49493687,12.63678473,12.78024291,12.92532968,13.07206354,13.22046319,13.37054754,13.5223357,13.67584704,13.83110109,13.98811766,14.14691674,14.30751859,14.46994365,14.63421263,14.80034646,14.96836632,15.1382936,15.31014998,15.48395734,15.65973784,15.83751387,16.01730809,16.19914341,16.38304301,16.56903031,16.75712902,16.9473631,17.13975681,17.33433465,17.53112142,17.7301422,17.93142234,18.13498751,18.34086363,18.54907695,18.759654,18.9726216,19.1880069,19.40583735,19.62614071,19.84894504,20.07427874,20.30217053,20.53264944,20.76574484,21.00148645,21.23990429,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,21.48102876,,https://www.airnav.com/fuel/local.html
Commercial,Average Commercial,Alberta,Natural Gas,GJ,1.970083558,2.029390272,2.118958667,2.210155556,2.300348584,2.379557435,2.497801407,2.635099419,2.781470018,2.886931391,3.011501363,3.025197415,3.048036681,3.060035962,3.081211728,3.111580125,3.141156985,3.189957829,3.237997871,3.285292031,3.331854932,3.357700914,3.362844033,3.377298072,3.391076541,3.394192687,3.396659497,3.398489703,3.399695787,3.400289988,3.410284302,3.473155126,3.53567744,3.597864105,3.659727768,3.721280873,3.782535661,3.843504172,3.904198255,3.964629569,4.024809586,4.084749596,4.144460713,4.203953874,4.263239848,4.322329236,4.381232475,4.439959843,4.498521462,4.5569273,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,4.615187177,,https://www.Oilmonster.com/bunker-fuel-prices/north-america/43
Commercial,Res - All,Alberta,Oil,GJ,26.76385289,26.19110648,25.64683102,25.83730773,26.02688828,26.21560187,26.40347717,26.59054232,26.77682499,26.96235232,27.14715099,27.33124719,27.51466667,27.69743469,27.87957609,28.06111526,28.24207616,28.42248235,28.60235695,28.78172268,28.9606019,29.13901654,29.31698816,29.49453797,29.6716868,29.84845512,30.02486305,30.20093037,30.37667654,30.55212066,30.72728154,30.90217764,31.07682715,31.25124791,31.42545752,31.59947323,31.77331204,31.94699068,32.12052557,32.29393289,32.46722856,32.64042821,32.81354726,32.98660086,33.15960392,33.33257112,33.5055169,33.67845548,33.85140086,34.02436681,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,34.19736689,AB References:,
Commercial,Average Commercial,British Columbia,Electricity,GJ,28.21082035,25.91343406,27.83715272,26.54995424,26.79269963,27.19539105,27.98802938,28.89061588,29.11315219,29.59563856,30.12807613,30.61046593,30.95280898,31.35510604,31.74735806,32.1495659,32.55173045,32.94385256,33.34593304,33.73797273,34.13997242,34.34193305,34.55385522,34.75573971,34.95758724,35.42939833,35.59117415,35.57291529,35.69462218,35.86629555,36.06793609,36.37641925,36.68747591,37.0011288,37.31740082,37.63631507,37.95789481,38.28216348,38.60914472,38.93886233,39.27134032,39.60660287,39.94467437,40.28557939,40.62934269,40.97598924,41.3255442,41.67803292,42.03348098,42.39191413,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,42.75335835,"Electricity (kWh), Natural Gas, Diesel and Gasoline Prices: Energy End-use Prices, Reference Scenario, Canada Energy Future 2020. Available at: https://apps.cer-rec.gc.ca/ftrppndc/dflt.aspx?GoCTemplateCulture=en-CA",
Commercial,Average Commercial,British Columbia,Electricity Peak,kW-Month,9.3775,9.457104955,9.537385672,9.618347886,9.699997383,9.782339996,9.865381611,9.94912816,10.03358563,10.11876005,10.20465751,10.29128415,10.37864616,10.46674977,10.55560129,10.64520707,10.73557351,10.82670705,10.91861423,11.0113016,11.10477578,11.19904346,11.29411138,11.38998632,11.48667513,11.58418473,11.68252208,11.78169421,11.88170821,11.98257121,12.08429044,12.18687315,12.29032669,12.39465843,12.49987583,12.60598642,12.71299778,12.82091755,12.92975344,13.03951323,13.15020477,13.26183595,13.37441477,13.48794926,13.60244754,13.71791779,13.83436825,13.95180726,14.07024319,14.18968452,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,14.31013978,"Electricity Demand Charges ($/kW-month): Price Schedule Index, ATCO Electric. Available at: https://www.auc.ab.ca/Shared%20Documents/ATCOElectric-RateSchedule.pdf (lastly visited on Nov 25, 2020)",
