Building Type,Template,Climate Zone,Heating|Electricity,Heating|Natural Gas,Heating|Additional Fuel,Heating|District Cooling,Heating|District Heating,Heating|Water,Cooling|Electricity,Cooling|Natural Gas,Cooling|Additional Fuel,Cooling|District Cooling,Cooling|District Heating,Cooling|Water,Interior Lighting|Electricity,Interior Lighting|Natural Gas,Interior Lighting|Additional Fuel,Interior Lighting|District Cooling,Interior Lighting|District Heating,Interior Lighting|Water,Exterior Lighting|Electricity,Exterior Lighting|Natural Gas,Exterior Lighting|Additional Fuel,Exterior Lighting|District Cooling,Exterior Lighting|District Heating,Exterior Lighting|Water,Interior Equipment|Electricity,Interior Equipment|Natural Gas,Interior Equipment|Additional Fuel,Interior Equipment|District Cooling,Interior Equipment|District Heating,Interior Equipment|Water,Exterior Equipment|Electricity,Exterior Equipment|Natural Gas,Exterior Equipment|Additional Fuel,Exterior Equipment|District Cooling,Exterior Equipment|District Heating,Exterior Equipment|Water,Fans|Electricity,Fans|Natural Gas,Fans|Additional Fuel,Fans|District Cooling,Fans|District Heating,Fans|Water,Pumps|Electricity,Pumps|Natural Gas,Pumps|Additional Fuel,Pumps|District Cooling,Pumps|District Heating,Pumps|Water,Heat Rejection|Electricity,Heat Rejection|Natural Gas,Heat Rejection|Additional Fuel,Heat Rejection|District Cooling,Heat Rejection|District Heating,Heat Rejection|Water,Humidification|Electricity,Humidification|Natural Gas,Humidification|Additional Fuel,Humidification|District Cooling,Humidification|District Heating,Humidification|Water,Heat Recovery|Electricity,Heat Recovery|Natural Gas,Heat Recovery|Additional Fuel,Heat Recovery|District Cooling,Heat Recovery|District Heating,Heat Recovery|Water,Water Systems|Electricity,Water Systems|Natural Gas,Water Systems|Additional Fuel,Water Systems|District Cooling,Water Systems|District Heating,Water Systems|Water,Refrigeration|Electricity,Refrigeration|Natural Gas,Refrigeration|Additional Fuel,Refrigeration|District Cooling,Refrigeration|District Heating,Refrigeration|Water,Generators|Electricity,Generators|Natural Gas,Generators|Additional Fuel,Generators|District Cooling,Generators|District Heating,Generators|Water
HighriseApartment,90.1-2013,ASHRAE 169-2006-4B,37.01,122.49,0.0,0.0,0.0,0.0,450.22,0.0,0.0,0.0,0.0,0.0,267.59,0.0,0.0,0.0,0.0,0.0,162.84,0.0,0.0,0.0,0.0,0.0,1130.76,0.0,0.0,0.0,0.0,0.0,20.81,0.0,0.0,0.0,0.0,0.0,668.06,0.0,0.0,0.0,0.0,0.0,44.76,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,0.0,1792.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.24,0.0,0.0,0.0,4778.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HighriseApartment,90.1-2013,ASHRAE 169-2006-4A,124.58,454.19,0.0,0.0,0.0,0.0,395.48,0.0,0.0,0.0,0.0,0.0,267.59,0.0,0.0,0.0,0.0,0.0,162.88,0.0,0.0,0.0,0.0,0.0,1130.76,0.0,0.0,0.0,0.0,0.0,20.81,0.0,0.0,0.0,0.0,0.0,572.77,0.0,0.0,0.0,0.0,0.0,52.75,0.0,0.0,0.0,0.0,0.0,19.18,0.0,0.0,0.0,0.0,1268.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1105.87,0.0,0.0,0.0,4778.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HighriseApartment,90.1-2013,ASHRAE 169-2006-5B,99.27,362.93,0.0,0.0,0.0,0.0,317.06,0.0,0.0,0.0,0.0,0.0,267.59,0.0,0.0,0.0,0.0,0.0,162.61,0.0,0.0,0.0,0.0,0.0,1130.76,0.0,0.0,0.0,0.0,0.0,20.81,0.0,0.0,0.0,0.0,0.0,669.33,0.0,0.0,0.0,0.0,0.0,48.56,0.0,0.0,0.0,0.0,0.0,12.07,0.0,0.0,0.0,0.0,1317.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.04,0.0,0.0,0.0,4778.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HighriseApartment,90.1-2013,ASHRAE 169-2006-6A,266.47,1059.15,0.0,0.0,0.0,0.0,188.49,0.0,0.0,0.0,0.0,0.0,267.59,0.0,0.0,0.0,0.0,0.0,162.69,0.0,0.0,0.0,0.0,0.0,1130.76,0.0,0.0,0.0,0.0,0.0,20.81,0.0,0.0,0.0,0.0,0.0,549.16,0.0,0.0,0.0,0.0,0.0,47.41,0.0,0.0,0.0,0.0,0.0,8.75,0.0,0.0,0.0,0.0,663.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1241.84,0.0,0.0,0.0,4778.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HighriseApartment,90.1-2013,ASHRAE 169-2006-5A,234.44,875.07,0.0,0.0,0.0,0.0,305.86,0.0,0.0,0.0,0.0,0.0,267.59,0.0,0.0,0.0,0.0,0.0,162.68,0.0,0.0,0.0,0.0,0.0,1130.76,0.0,0.0,0.0,0.0,0.0,20.81,0.0,0.0,0.0,0.0,0.0,578.45,0.0,0.0,0.0,0.0,0.0,53.48,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,988.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177.9,0.0,0.0,0.0,4778.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HighriseApartment,90.1-2013,ASHRAE 169-2006-7A,352.5,1412.44,0.0,0.0,0.0,0.0,159.96,0.0,0.0,0.0,0.0,0.0,267.59,0.0,0.0,0.0,0.0,0.0,162.58,0.0,0.0,0.0,0.0,0.0,1130.76,0.0,0.0,0.0,0.0,0.0,20.81,0.0,0.0,0.0,0.0,0.0,599.44,0.0,0.0,0.0,0.0,0.0,50.31,0.0,0.0,0.0,0.0,0.0,7.22,0.0,0.0,0.0,0.0,536.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343.1,0.0,0.0,0.0,4778.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HighriseApartment,90.1-2013,ASHRAE 169-2006-3B,27.03,89.09,0.0,0.0,0.0,0.0,477.17,0.0,0.0,0.0,0.0,0.0,267.59,0.0,0.0,0.0,0.0,0.0,162.97,0.0,0.0,0.0,0.0,0.0,1130.76,0.0,0.0,0.0,0.0,0.0,20.81,0.0,0.0,0.0,0.0,0.0,584.12,0.0,0.0,0.0,0.0,0.0,41.32,0.0,0.0,0.0,0.0,0.0,19.35,0.0,0.0,0.0,0.0,1918.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.9,0.0,0.0,0.0,4778.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HighriseApartment,90.1-2013,ASHRAE 169-2006-8A,489.29,1906.7,0.0,0.0,0.0,0.0,150.16,0.0,0.0,0.0,0.0,0.0,267.59,0.0,0.0,0.0,0.0,0.0,161.58,0.0,0.0,0.0,0.0,0.0,1130.76,0.0,0.0,0.0,0.0,0.0,20.81,0.0,0.0,0.0,0.0,0.0,686.01,0.0,0.0,0.0,0.0,0.0,48.6,0.0,0.0,0.0,0.0,0.0,6.08,0.0,0.0,0.0,0.0,536.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.88,0.0,0.0,0.0,4778.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HighriseApartment,90.1-2013,ASHRAE 169-2006-6B,154.8,590.83,0.0,0.0,0.0,0.0,218.12,0.0,0.0,0.0,0.0,0.0,267.59,0.0,0.0,0.0,0.0,0.0,162.57,0.0,0.0,0.0,0.0,0.0,1130.76,0.0,0.0,0.0,0.0,0.0,20.81,0.0,0.0,0.0,0.0,0.0,665.75,0.0,0.0,0.0,0.0,0.0,45.46,0.0,0.0,0.0,0.0,0.0,8.42,0.0,0.0,0.0,0.0,907.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251.16,0.0,0.0,0.0,4778.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HighriseApartment,90.1-2013,ASHRAE 169-2006-2A,30.56,107.93,0.0,0.0,0.0,0.0,672.26,0.0,0.0,0.0,0.0,0.0,267.59,0.0,0.0,0.0,0.0,0.0,162.86,0.0,0.0,0.0,0.0,0.0,1130.76,0.0,0.0,0.0,0.0,0.0,20.81,0.0,0.0,0.0,0.0,0.0,507.66,0.0,0.0,0.0,0.0,0.0,46.78,0.0,0.0,0.0,0.0,0.0,34.85,0.0,0.0,0.0,0.0,1910.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.53,0.0,0.0,0.0,4778.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
