Sheet,Name,Unit
prototype_inputs,template,
prototype_inputs,building_type,
prototype_inputs,hvac_system,
prototype_inputs,geometry_osm,
prototype_inputs,hvac_json,
prototype_inputs,chw_pumping_type,
prototype_inputs,chw_number_chillers,
prototype_inputs,chiller_cooling_type,
prototype_inputs,chiller_condenser_type,
prototype_inputs,chiller_compressor_type,
prototype_inputs,chiller_capacity_guess,Tons
prototype_inputs,pszac_cooling_type,
prototype_inputs,pszac_heating_type,
prototype_inputs,pszac_fan_type,
prototype_inputs,pszac_supplemental_heating_type,
prototype_inputs,pszac_operation_schedule,
prototype_inputs,pszac_oa_damper_schedule,
prototype_inputs,pszac_operation_schedule_2,
prototype_inputs,pszac_oa_damper_schedule_2,
prototype_inputs,pszac_operation_schedule_3,
prototype_inputs,pszac_oa_damper_schedule_3,
prototype_inputs,occ_sensing_exterior_lighting_power,W
prototype_inputs,occ_sensing_exterior_lighting_schedule,
prototype_inputs,nondimming_exterior_lighting_power,W
prototype_inputs,nondimming_exterior_lighting_schedule,
prototype_inputs,building_area_method_lpd,W/ft^2
prototype_inputs,exterior_fuel_equipment1_power,W
prototype_inputs,exterior_fuel_equipment1_schedule,
prototype_inputs,exterior_fuel_equipment2_power,W
prototype_inputs,exterior_fuel_equipment2_schedule,
prototype_inputs,main_water_heater_volume,gal
prototype_inputs,main_water_heater_fuel,
prototype_inputs,main_water_heater_capacity,Btu/hr
prototype_inputs,main_service_water_temperature,F
prototype_inputs,main_service_water_flowrate_schedule,
prototype_inputs,main_water_heater_space_name,
prototype_inputs,main_service_water_peak_flowrate,gal/min
prototype_inputs,main_off_cycle_parasitic_heat_fraction_to_tank,
prototype_inputs,other_off_cycle_parasitic_heat_fraction_to_tank,
prototype_inputs,main_water_use_temperature,F
prototype_inputs,main_service_water_temperature_at_fixture,F
prototype_inputs,main_service_water_pump_head,Pa
prototype_inputs,main_service_water_pump_motor_efficiency,%
prototype_inputs,main_service_water_parasitic_fuel_consumption_rate,Btu/h
prototype_inputs,laundry_water_heater_volume,gal
prototype_inputs,laundry_water_heater_fuel,
prototype_inputs,laundry_water_heater_capacity,Btu/hr
prototype_inputs,laundry_service_water_temperature,F
prototype_inputs,laundry_service_water_flowrate_schedule,
prototype_inputs,laundry_service_water_peak_flowrate,gal/min
prototype_inputs,laundry_water_use_temperature,F
prototype_inputs,laundry_service_water_temperature_at_fixture,F
prototype_inputs,laundry_service_water_pump_head,Pa
prototype_inputs,laundry_service_water_pump_motor_efficiency,%
prototype_inputs,laundry_service_water_parasitic_fuel_consumption_rate,Btu/h
prototype_inputs,booster_water_heater_volume,gal
prototype_inputs,booster_water_heater_fuel,
prototype_inputs,booster_water_heater_capacity,Btu/hr
prototype_inputs,booster_inlet_water_temperature,F
prototype_inputs,booster_service_water_flowrate_schedule,
prototype_inputs,booster_water_heater_space_name,
prototype_inputs,booster_service_water_peak_flowrate,gal/min
